ItemNum,SubItemNum,ItemStartDate,ItemEndDate,Category,Group,SubGroup,SubHeading,ItemType,FeeType,ProviderType,NewItem,ItemChange,AnaesChange,DescriptorChange,FeeChange,EMSNChange,EMSNCap,BenefitType,BenefitStartDate,FeeStartDate,ScheduleFee,Benefit100,BasicUnits,EMSNStartDate,EMSNEndDate,EMSNFixedCapAmount,EMSNMaximumCap,EMSNPercentageCap,EMSNDescription,EMSNChangeDate,DescriptionStartDate,Description,QFEStartDate,QFEEndDate,DerivedFeeStartDate,DerivedFee,Benefit75,Benefit85,Anaes
38310,,01.07.2021,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,2690.65,,,,,,,,,,01.03.2025,"Note: (acute coronary syndrome - 3 coronary territories with selective coronary angiography) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.2 and TR.8.5 Percutaneous coronary intervention: (a) for a patient: (i) eligible for the service under clause 5.10.17A; and (ii) for whom selective coronary angiography has not been completed in the previous 3 months; and (b) including selective coronary angiography and all associated imaging, catheter and contrast; and (c) including either or both: (i) percutaneous angioplasty; and (ii) transluminal insertion of one or more stents; and (d) performed on 3 coronary vascular territories; and (e) excluding aftercare; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38307, 38308, 38311, 38313, 38314, 38316, 38317, 38319, 38320, 38322 or 38323 applies (H) (Anaes.) (Assist.)",,,,,2018.00,,Y
38311,,01.07.2021,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,2068.00,,,,,,,,,,01.03.2025,"Note: (stable multi-vessel disease - 1 coronary territory with selective angiography) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.4 and TR.8.5 Percutaneous coronary intervention: (a) for a patient: (i) eligible under clause 5.10.17C for the service and a service to which item 38314 applies; and (ii) for whom selective coronary angiography has not been completed in the previous 3 months; and (b) including selective coronary angiography and all associated imaging, catheter and contrast; and (c) including either or both: (i) percutaneous angioplasty; and (ii) transluminal insertion of one or more stents; and (d) performed on one coronary vascular territory; and (e) excluding aftercare; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38307, 38308, 38310, 38313, 38314, 38316, 38317, 38319, 38320, 38322 or 38323 applies (H) (Anaes.) (Assist.)",,,,,1551.00,,Y
38313,,01.07.2021,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,2379.25,,,,,,,,,,01.03.2025,"Note: (stable multi-vessel disease - 2 coronary territories with selective angiography) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.4 and TR.8.5 Percutaneous coronary intervention: (a) for a patient: (i) eligible under clause 5.10.17C for the service and a service to which item 38314 applies; and (ii) for whom selective coronary angiography has not been completed in the previous 3 months; and (b) including selective coronary angiography and all associated imaging, catheter and contrast; and (c) including either or both: (i) percutaneous angioplasty; and (ii) transluminal insertion of one or more stents; and (d) performed on 2 coronary vascular territories; and (e) excluding aftercare; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38307, 38308, 38310, 38311, 38314, 38316, 38317, 38319, 38320, 38322 or 38323 applies (H) (Anaes.) (Assist.)",,,,,1784.45,,Y
38314,,01.07.2021,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,2690.65,,,,,,,,,,01.03.2025,"Note: (stable multi-vessel disease - 3 coronary territory with selective angiography) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.4 and TR.8.5 Percutaneous coronary intervention: (a) for a patient: (i) eligible for the service under clause 5.10.17C; and (ii) for whom selective coronary angiography has not been completed in the previous 3 months; and (b) including selective coronary angiography and all associated imaging, catheter and contrast; and (c) including either or both: (i) percutaneous angioplasty; and (ii) transluminal insertion of one or more stents; and (d) performed on 3 coronary vascular territories; and (e) excluding aftercare; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38307, 38308, 38310, 38311, 38313, 38316, 38317, 38319, 38320, 38322 or 38323 applies (H) (Anaes.) (Assist.)",,,,,2018.00,,Y
38316,,01.07.2021,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1848.75,,,,,,,,,,01.03.2025,"Note: (acute coronary syndrome - 1 coronary territory without selective angiography) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.2 and TR.8.5 Percutaneous coronary intervention: (a) for a patient: (i) eligible for the service under clause 5.10.17A; and (ii) for whom selective coronary angiography has been completed in the previous 3 months; and (b) including any associated coronary angiography; and (c) including either or both: (i) percutaneous angioplasty; and (ii) transluminal insertion of one or more stents; and (d) performed on one coronary vascular territory; and (e) excluding aftercare; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38307, 38308, 38310, 38311, 38313, 38314, 38317, 38319, 38320, 38322 or 38323 applies (H) (Anaes.) (Assist.)",,,,,1386.60,,Y
38317,,01.07.2021,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,2341.85,,,,,,,,,,01.03.2025,"Note: (acute coronary syndrome - 2 coronary territories without selective angiography) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.2 and TR.8.5 Percutaneous coronary intervention: (a) for a patient: (i) eligible for the service under clause 5.10.17A; and (ii) for whom selective coronary angiography has been completed in the previous 3 months; and (b) including any associated coronary angiography; and (c) including either or both: (i) percutaneous angioplasty; and (ii) transluminal insertion of one or more stents; and (d) performed on 2 coronary vascular territories; and (e) excluding aftercare; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38307, 38308, 38310, 38311, 38313, 38314, 38316, 38319, 38320, 38322 or 38323 applies (H) (Anaes.) (Assist.)",,,,,1756.40,,Y
38319,,01.07.2021,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,2653.10,,,,,,,,,,01.03.2025,"Note: (acute coronary syndrome - 3 coronary territories without selective angiography) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.2 and TR.8.5 Percutaneous coronary intervention: (a) for a patient: (i) eligible for the service under clause 5.10.17A; and (ii) for whom selective coronary angiography has been completed in the previous 3 months; and (b) including any associated coronary angiography; and (c) including either or both: (i) percutaneous angioplasty; and (ii) transluminal insertion of one or more stents; and (d) performed on 3 coronary vascular territories; and (e) excluding aftercare; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38307, 38308, 38310, 38311, 38313, 38314, 38316, 38317, 38320, 38322 or 38323 applies (H) (Anaes.) (Assist.)",,,,,1989.85,,Y
38320,,01.07.2021,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,1848.75,,,,,,,,,,01.03.2025,"Note: (stable multi-vessel disease - 1 coronary territory without selective angiography) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.4 and TR.8.5 Percutaneous coronary intervention: (a) for a patient: (i) eligible under clause 5.10.17C for the service and a service to which item 38323 applies; and (ii) for whom selective coronary angiography has been completed in the previous 3 months; and (b) including any associated coronary angiography; and (c) including either or both: (i) percutaneous angioplasty; and (ii) transluminal insertion of one or more stents; and (d) performed on one coronary vascular territory; and (e) excluding aftercare; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38307, 38308, 38310, 38311, 38313, 38314, 38316, 38317, 38319, 38322 or 38323 applies (H) (Anaes.) (Assist.)",,,,,1386.60,,Y
38322,,01.07.2021,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,2341.85,,,,,,,,,,01.03.2025,"Note: (stable multi-vessel disease - 2 coronary territories without selective angiography) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.4 and TR.8.5 Percutaneous coronary intervention: (a) for a patient: (i) eligible under clause 5.10.17C for the service and a service to which item 38323 applies; and (ii) for whom selective coronary angiography has been completed in the previous 3 months; and (b) including any associated coronary angiography; and (c) including either or both: (i) percutaneous angioplasty; and (ii) transluminal insertion of one or more stents; and (d) performed on 2 coronary vascular territories; and (e) excluding aftercare; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38307, 38308, 38310, 38311, 38313, 38314, 38316, 38317, 38319, 38320 or 38323 applies (H) (Anaes.) (Assist.)",,,,,1756.40,,Y
38323,,01.07.2021,,3,T8,6,3,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,2653.10,,,,,,,,,,01.03.2025,"Note: (stable multi-vessel disease - 3 coronary territories without selective angiography) the service only applies if the patient meets the requirements of the descriptor and the requirements of Note: TR.8.4 and TR.8.5 Percutaneous coronary intervention: (a) for a patient: (i) eligible for the service under clause 5.10.17C; and (ii) for whom selective coronary angiography has been completed in the previous 3 months; and (b) including any associated coronary angiography; and (c) including either or both: (i) percutaneous angioplasty; and (ii) transluminal insertion of one or more stents; and (d) performed on 3 coronary vascular territories; and (e) excluding aftercare; other than a service associated with a service to which item 38200, 38203, 38206, 38244, 38247, 38248, 38249, 38251, 38252, 38307, 38308, 38310, 38311, 38313, 38314, 38316, 38317, 38319, 38320 or 38322 applies (H) (Anaes.) (Assist.)",,,,,1989.85,,Y
38325,,01.03.2024,,3,T8,6,,S,N,,N,Y,N,N,Y,N,N,A,01.03.2024,01.07.2025,539.15,,,,,,,,,,01.03.2024,"Use of intravascular ultrasound (IVUS) during transluminal insertion of stents, to optimise procedural strategy, appropriate stent size and assessment of stent apposition, for a patient documented with: (a) one or more left main coronary artery lesions; or (b) one or more lesions at least 28mm in length in other locations; if performed in association with a service to which item 38307, 38308, 38310, 38311, 38313, 38314, 38316, 38317, 38319, 38320, 38322 or 38323 applies Applicable once per episode of care (for one or more lesions) (H) (Anaes.)",,,,,404.40,,Y
38326,,01.07.2025,,3,T8,6,3,S,N,S,Y,N,N,N,N,N,N,A,01.07.2025,01.07.2025,539.15,,,,,,,,,,01.07.2025,"Use of optical coherence tomography (OCT) during transluminal insertion of stents, to optimise procedural strategy, appropriate stent size and assessment of stent apposition, if: (a) the patient is documented with: (i) one or more lesions located at a bifurcation; and (ii) a planned side branch at least 2.5 mm in diameter by angiographic visual estimation; or (b) the patient is documented with stent thrombosis; or (c) both: (i) the patient is documented with one or more lesions at least 28mm in length; and (ii) either of the following apply: (A) a service to which this item applies is not performed in association with a service to which item 38325 applies because of paragraph (b) of that item; (B) a service to which this item applies is not performed, in relation to a lesion, in association with a service to which item 38325 applies because of paragraph (a) of that item, performed in relation to the same lesion; if performed in association with a service to which item 38307, 38308, 38310, 38311, 38313, 38314, 38316, 38317, 38319, 38320, 38322 or 38323 applies Applicable once per episode of care (for one or more lesions) (H)",,,,,404.40,,
38350,,01.11.2005,,3,T8,6,4,S,N,,N,Y,N,N,Y,N,N,A,01.11.2005,01.07.2025,745.05,,,,,,,,,,01.11.2010,"SINGLE CHAMBER PERMANENT TRANSVENOUS ELECTRODE, insertion, removal or replacement of, including cardiac electrophysiological services where used for pacemaker implantation (Anaes.)",,,,,558.80,,Y
38353,,01.11.2005,,3,T8,6,4,S,N,,N,Y,N,N,Y,N,N,A,01.11.2005,01.07.2025,298.00,,,,,,,,,,01.11.2010,"PERMANENT CARDIAC PACEMAKER, insertion, removal or replacement of, not for cardiac resynchronisation therapy, including cardiac electrophysiological services where used for pacemaker implantation (Anaes.)",,,,,223.50,,Y
38356,,01.11.2005,,3,T8,6,4,S,N,,N,Y,N,N,Y,N,N,A,01.11.2005,01.07.2025,976.80,,,,,,,,,,01.11.2010,"DUAL CHAMBER PERMANENT TRANSVENOUS ELECTRODES, insertion, removal or replacement of, including cardiac electrophysiological services where used for pacemaker implantation (Anaes.)",,,,,732.60,,Y
38358,,01.11.2005,,3,T8,6,4,S,N,,N,Y,N,N,Y,N,N,A,01.11.2005,01.07.2025,3345.75,,,,,,,,,,01.07.2021,"Extraction of one or more chronically implanted transvenous pacing or defibrillator leads, by percutaneous method, with locking stylets and snares, with extraction sheaths (if any), if: (a) the leads have been in place for more than 6 months and require removal; and (b) the service is performed: (i) in association with a service to which item 61109 or 60509 applies; and (ii) by a specialist or consultant physician who has undertaken the training to perform the service; and (iii) in a facility where cardiothoracic surgery is available and a thoracotomy can be performed immediately and without transfer; and (c) if the service is performed by an interventional cardiologist—a cardiothoracic surgeon is in attendance during the service (H) (Anaes.) (Assist.)",,,,,2509.35,,Y
38359,,01.11.2005,,3,T8,6,4,S,N,,N,Y,N,N,Y,N,N,C,01.11.2005,01.07.2025,155.85,,,,,,,,,,01.11.2005,"PERICARDIUM, paracentesis of (excluding aftercare) (Anaes.)",,,,,116.90,132.50,Y
38362,,01.11.2005,,3,T8,6,4,S,N,,N,Y,N,N,Y,N,N,A,01.03.2025,01.07.2025,449.00,,,,,,,,,,01.03.2025,"Intra-aortic balloon pump, percutaneous insertion of (H) (Anaes.)",,,,,336.75,,Y
38365,,01.05.2006,,3,T8,6,4,S,N,,N,Y,N,N,Y,N,N,A,01.05.2006,01.07.2025,298.00,,,,,,,,,,01.07.2021,"Insertion, removal or replacement of permanent cardiac synchronisation device, if the patient: (a) has all of the following: (i) chronic heart failure, classified as New York Heart Association class III or IV (despite optimised medical therapy); (ii) left ventricular ejection fraction of less than 35%; (iii) QRS duration of greater than or equal to 130 ms; or (b) has all of the following: (i) chronic heart failure, classified as New York Heart Association class II (despite optimised medical therapy); (ii) left ventricular ejection fraction of less than 35%; (iii) QRS duration of greater than or equal to 150 ms; other than a service associated with a service to which item 38212 applies (H) (Anaes.) (Assist.)",,,,,223.50,,Y
38368,,01.05.2006,,3,T8,6,4,S,N,,N,Y,N,N,Y,N,N,A,01.05.2006,01.07.2025,1428.60,,,,,,,,,,01.07.2021,"Insertion, removal or replacement of permanent transvenous left ventricular electrode, through the coronary sinus, for the purpose of cardiac resynchronisation therapy, including right heart catheterisation and any associated venograms, if the patient: (a) has all of the following: (i) chronic heart failure, classified as New York Heart Association class III or IV (despite optimised medical therapy); (ii) left ventricular ejection fraction of less than 35%; (iii) QRS duration of greater than or equal to 130 ms; or (b) has all of the following: (i) chronic heart failure, classified as New York Heart Association class II (despite optimised medical therapy); (ii) left ventricular ejection fraction of less than 35%; (iii) QRS duration of greater than or equal to 150 ms; other than a service associated with a service to which item 35200, 38200 or 38212 applies (H) (Anaes.) (Assist.)",,,,,1071.45,,Y
38372,,01.11.2023,,3,T8,6,4,S,N,,N,Y,N,N,Y,N,N,A,01.11.2023,01.07.2025,879.95,,,,,,,,,,01.11.2023,"Leadless permanent cardiac pacemaker, single-chamber ventricular, percutaneous insertion of, for the treatment of bradycardia, including cardiac electrophysiological services (other than a service associated with a service to which item 38350 applies) (H) (Anaes.)",,,,,660.00,,Y
38373,,01.11.2023,,3,T8,6,4,S,N,,N,Y,N,N,Y,N,N,A,01.11.2023,01.07.2025,879.95,,,,,,,,,,01.03.2024,"Leadless permanent cardiac pacemaker, single‑chamber ventricular, percutaneous retrieval and replacement of, including cardiac electrophysiological services, during the same percutaneous procedure, if: (a) the service is performed by a specialist or consultant physician who has undertaken training to perform the service; and (b) if the service is performed at least 4 weeks after the pacemaker was inserted—the service is performed in a facility where cardiothoracic surgery is available and a thoracotomy can be performed immediately and without transfer; and (c) if the service is performed by an interventional cardiologist at least 4 weeks after the pacemaker was inserted—a cardiothoracic surgeon is in attendance during the service; other than a service associated with a service to which item 38350 applies (H) (Anaes.)",,,,,660.00,,Y
